Date,Good,Price
1845-7-24,silk,12.76270
1845-7-24,coal,2.52020
1845-7-24,sulphur,7.61157
1845-7-24,iron,3.42993
1845-7-24,timber,1.05014
1845-7-24,tropical_wood,7.21176
1845-7-24,rubber,12.21509
1845-7-24,oil,21.38916
1845-7-24,precious_metal,8.00000
1845-7-24,precious_goods,7.00000
1845-7-24,steel,5.73102
1845-7-24,cement,15.92993
1845-7-24,machine_parts,53.45654
1845-7-24,glass,2.78989
1845-7-24,fuel,25.00000
1845-7-24,fertilizer,10.99097
1845-7-24,explosives,20.79077
1845-7-24,clipper_convoy,47.90771
1845-7-24,steamer_convoy,76.88159
1845-7-24,electric_gear,16.00000
1845-7-24,fabric,2.42059
1845-7-24,lumber,1.26025
1845-7-24,paper,3.56015
1845-7-24,cattle,2.27026
1845-7-24,fish,1.84033
1845-7-24,fruit,2.08026
1845-7-24,grain,2.42023
1845-7-24,tobacco,1.32022
1845-7-24,tea,2.94034
1845-7-24,coffee,3.36124
1845-7-24,opium,4.46124
1845-7-24,automobiles,70.00000
1845-7-24,telephones,16.00000
1845-7-24,wine,11.19147
1845-7-24,liquor,5.16074
1845-7-24,regular_clothes,8.03217
1845-7-24,luxury_clothes,81.34570
1845-7-24,furniture,5.32040
1845-7-24,luxury_furniture,85.44580
1845-7-24,radio,16.00000
1845-7-23,ammunition,18.53052
1845-7-23,small_arms,37.04004
1845-7-23,artillery,61.39136
1845-7-23,canned_food,17.41138
1845-7-23,barrels,98.00000
1845-7-23,aeroplanes,110.00000
1845-7-23,cotton,2.58057
1845-7-23,dye,11.74976
1845-7-23,wool,0.78009
1845-7-23,silk,13.06299
1845-7-23,coal,2.50018
1845-7-23,sulphur,7.50146
1845-7-23,iron,3.40991
1845-7-23,timber,1.07016
1845-7-23,tropical_wood,7.47202
1845-7-23,rubber,11.98486
1845-7-23,oil,21.08887
1845-7-23,precious_metal,8.00000
1845-7-23,precious_goods,7.00000
1845-7-23,steel,5.45074
1845-7-23,cement,15.88989
1845-7-23,machine_parts,53.75684
1845-7-23,glass,2.75986
1845-7-23,fuel,25.00000
1845-7-23,fertilizer,11.07104
1845-7-23,explosives,20.73071
1845-7-23,clipper_convoy,48.18799
1845-7-23,steamer_convoy,76.92163
1845-7-23,electric_gear,16.00000
1845-7-23,fabric,2.30048
1845-7-23,lumber,1.22021
1845-7-23,paper,3.56015
1845-7-23,cattle,2.31030
1845-7-23,fish,1.85034
1845-7-23,fruit,2.09027
1845-7-23,grain,2.43024
1845-7-23,tobacco,1.33023
1845-7-23,tea,2.90030
1845-7-23,coffee,3.42130
1845-7-23,opium,4.44122
1845-7-23,automobiles,70.00000
1845-7-23,telephones,16.00000
1845-7-23,wine,11.27155
1845-7-23,liquor,5.12070
1845-7-23,regular_clothes,8.21234
1845-7-23,luxury_clothes,81.64600
1845-7-23,furniture,5.32040
1845-7-23,luxury_furniture,85.74609
1845-7-23,radio,16.00000
1845-7-22,ammunition,18.65063
1845-7-22,small_arms,37.10010
1845-7-22,artillery,61.43140
1845-7-22,canned_food,17.34131
1845-7-22,barrels,98.00000
1845-7-22,aeroplanes,110.00000
1845-7-22,cotton,2.57056
1845-7-22,dye,11.79980
1845-7-22,wool,0.79010
1845-7-22,silk,13.24316
1845-7-22,coal,2.49017
1845-7-22,sulphur,7.40137
1845-7-22,iron,3.44995
1845-7-22,timber,1.07016
1845-7-22,tropical_wood,7.36191
1845-7-22,rubber,12.12500
1845-7-22,oil,21.00879
1845-7-22,precious_metal,8.00000
1845-7-22,precious_goods,7.00000
1845-7-22,steel,5.40070
1845-7-22,cement,15.85986
1845-7-22,machine_parts,54.05713
1845-7-22,glass,2.76987
1845-7-22,fuel,25.00000
1845-7-22,fertilizer,10.97095
1845-7-22,explosives,20.87085
1845-7-22,clipper_convoy,48.34814
1845-7-22,steamer_convoy,77.08179
1845-7-22,electric_gear,16.00000
1845-7-22,fabric,2.52069
1845-7-22,lumber,1.29028
1845-7-22,paper,3.58017
1845-7-22,cattle,2.29028
1845-7-22,fish,1.90039
1845-7-22,fruit,2.08026
1845-7-22,grain,2.43024
1845-7-22,tobacco,1.33023
1845-7-22,tea,2.90030
1845-7-22,coffee,3.41129
1845-7-22,opium,4.44122
1845-7-22,automobiles,70.00000
1845-7-22,telephones,16.00000
1845-7-22,wine,11.14142
1845-7-22,liquor,5.04062
1845-7-22,regular_clothes,8.20233
1845-7-22,luxury_clothes,81.94629
1845-7-22,furniture,5.32040
1845-7-22,luxury_furniture,86.04639
1845-7-22,radio,16.00000
1845-7-21,ammunition,18.91089
1845-7-21,small_arms,37.24023
1845-7-21,artillery,61.13110
1845-7-21,canned_food,17.31128
1845-7-21,barrels,98.00000
1845-7-21,aeroplanes,110.00000
1845-7-21,cotton,2.56055
1845-7-21,dye,11.78979
1845-7-21,wool,0.79010
1845-7-21,silk,13.39331
1845-7-21,coal,2.55023
1845-7-21,sulphur,7.31128
1845-7-21,iron,3.45996
1845-7-21,timber,1.07016
1845-7-21,tropical_wood,7.21176
1845-7-21,rubber,12.40527
1845-7-21,oil,21.26904
1845-7-21,precious_metal,8.00000
1845-7-21,precious_goods,7.00000
1845-7-21,steel,5.38068
1845-7-21,cement,15.87988
1845-7-21,machine_parts,54.35742
1845-7-21,glass,2.77988
1845-7-21,fuel,25.00000
1845-7-21,fertilizer,11.02100
1845-7-21,explosives,21.17114
1845-7-21,clipper_convoy,48.60840
1845-7-21,steamer_convoy,77.28198
1845-7-21,electric_gear,16.00000
1845-7-21,fabric,2.43060
1845-7-21,lumber,1.22021
1845-7-21,paper,3.58017
1845-7-21,cattle,2.31030
1845-7-21,fish,1.88037
1845-7-21,fruit,2.07025
1845-7-21,grain,2.45026
1845-7-21,tobacco,1.30020
1845-7-21,tea,2.90030
1845-7-21,coffee,3.38126
1845-7-21,opium,4.49127
1845-7-21,automobiles,70.00000
1845-7-21,telephones,16.00000
1845-7-21,wine,11.25153
1845-7-21,liquor,4.89047
1845-7-21,regular_clothes,8.32245
1845-7-21,luxury_clothes,82.24658
1845-7-21,furniture,5.30038
1845-7-21,luxury_furniture,86.34668
1845-7-21,radio,16.00000
1845-7-20,ammunition,19.01099
1845-7-20,small_arms,37.42041
1845-7-20,artillery,61.21118
1845-7-20,canned_food,17.34131
1845-7-20,barrels,98.00000
1845-7-20,aeroplanes,110.00000
1845-7-20,cotton,2.45044
1845-7-20,dye,11.83984
1845-7-20,wool,0.78009
1845-7-20,silk,13.21313
1845-7-20,coal,2.48016
1845-7-20,sulphur,7.49146
1845-7-20,iron,3.47998
1845-7-20,timber,1.12021
1845-7-20,tropical_wood,7.11166
1845-7-20,rubber,12.46533
1845-7-20,oil,21.32910
1845-7-20,precious_metal,8.00000
1845-7-20,precious_goods,7.00000
1845-7-20,steel,5.36066
1845-7-20,cement,15.69971
1845-7-20,machine_parts,54.65771
1845-7-20,glass,2.85995
1845-7-20,fuel,25.00000
1845-7-20,fertilizer,11.08105
1845-7-20,explosives,21.29126
1845-7-20,clipper_convoy,48.88867
1845-7-20,steamer_convoy,77.38208
1845-7-20,electric_gear,16.00000
1845-7-20,fabric,2.49066
1845-7-20,lumber,1.20020
1845-7-20,paper,3.60019
1845-7-20,cattle,2.26025
1845-7-20,fish,1.78027
1845-7-20,fruit,2.07025
1845-7-20,grain,2.42023
1845-7-20,tobacco,1.29019
1845-7-20,tea,2.89029
1845-7-20,coffee,3.40128
1845-7-20,opium,4.51129
1845-7-20,automobiles,70.00000
1845-7-20,telephones,16.00000
1845-7-20,wine,11.31158
1845-7-20,liquor,4.94052
1845-7-20,regular_clothes,8.31244
1845-7-20,luxury_clothes,82.54688
1845-7-20,furniture,5.34042
1845-7-20,luxury_furniture,86.64697
1845-7-20,radio,16.00000
1845-7-19,ammunition,18.99097
1845-7-19,small_arms,37.30029
1845-7-19,artillery,60.99097
1845-7-19,canned_food,17.33130
1845-7-19,barrels,98.00000
1845-7-19,aeroplanes,110.00000
1845-7-19,cotton,2.44043
1845-7-19,dye,11.86987
1845-7-19,wool,0.79010
1845-7-19,silk,13.32324
1845-7-19,coal,2.48016
1845-7-19,sulphur,7.34131
1845-7-19,iron,3.48999
1845-7-19,timber,1.08017
1845-7-19,tropical_wood,7.23178
1845-7-19,rubber,12.56543
1845-7-19,oil,21.47925
1845-7-19,precious_metal,8.00000
1845-7-19,precious_goods,7.00000
1845-7-19,steel,5.43073
1845-7-19,cement,15.59961
1845-7-19,machine_parts,54.95801
1845-7-19,glass,2.74985
1845-7-19,fuel,25.00000
1845-7-19,fertilizer,10.97095
1845-7-19,explosives,21.01099
1845-7-19,clipper_convoy,49.18896
1845-7-19,steamer_convoy,77.42212
1845-7-19,electric_gear,16.00000
1845-7-19,fabric,2.45062
1845-7-19,lumber,1.22021
1845-7-19,paper,3.57016
1845-7-19,cattle,2.33032
1845-7-19,fish,1.88037
1845-7-19,fruit,2.08026
1845-7-19,grain,2.44025
1845-7-19,tobacco,1.27017
1845-7-19,tea,2.89029
1845-7-19,coffee,3.33121
1845-7-19,opium,4.54132
1845-7-19,automobiles,70.00000
1845-7-19,telephones,16.00000
1845-7-19,wine,11.41168
1845-7-19,liquor,4.94052
1845-7-19,regular_clothes,8.34247
1845-7-19,luxury_clothes,82.84717
1845-7-19,furniture,5.30038
1845-7-19,luxury_furniture,86.94727
1845-7-19,radio,16.00000
1845-7-18,ammunition,19.08105
1845-7-18,small_arms,37.28027
1845-7-18,artillery,61.13110
1845-7-18,canned_food,17.28125
1845-7-18,barrels,98.00000
1845-7-18,aeroplanes,110.00000
1845-7-18,cotton,2.48047
1845-7-18,dye,11.84985
1845-7-18,wool,0.78009
1845-7-18,silk,13.45337
1845-7-18,coal,2.44012
1845-7-18,sulphur,7.59155
1845-7-18,iron,3.39990
1845-7-18,timber,1.12021
1845-7-18,tropical_wood,7.15170
1845-7-18,rubber,12.42529
1845-7-18,oil,21.33911
1845-7-18,precious_metal,8.00000
1845-7-18,precious_goods,7.00000
1845-7-18,steel,5.15045
1845-7-18,cement,15.42944
1845-7-18,machine_parts,55.25830
1845-7-18,glass,2.74985
1845-7-18,fuel,25.00000
1845-7-18,fertilizer,11.08105
1845-7-18,explosives,21.10107
1845-7-18,clipper_convoy,49.46924
1845-7-18,steamer_convoy,77.56226
1845-7-18,electric_gear,16.00000
1845-7-18,fabric,2.62079
1845-7-18,lumber,1.26025
1845-7-18,paper,3.61020
1845-7-18,cattle,2.35034
1845-7-18,fish,1.88037
1845-7-18,fruit,2.07025
1845-7-18,grain,2.42023
1845-7-18,tobacco,1.28018
1845-7-18,tea,2.89029
1845-7-18,coffee,3.33121
1845-7-18,opium,4.54132
1845-7-18,automobiles,70.00000
1845-7-18,telephones,16.00000
1845-7-18,wine,11.37164
1845-7-18,liquor,4.98056
1845-7-18,regular_clothes,8.27240
1845-7-18,luxury_clothes,83.14746
1845-7-18,furniture,5.34042
1845-7-18,luxury_furniture,87.24756
1845-7-18,radio,16.00000
1845-7-17,ammunition,18.93091
1845-7-17,small_arms,37.14014
1845-7-17,artillery,61.09106
1845-7-17,canned_food,17.32129
1845-7-17,barrels,98.00000
1845-7-17,aeroplanes,110.00000
1845-7-17,cotton,2.43042
1845-7-17,dye,11.85986
1845-7-17,wool,0.78009
1845-7-17,silk,13.69360
1845-7-17,coal,2.48016
1845-7-17,sulphur,7.64160
1845-7-17,iron,3.44995
1845-7-17,timber,1.09018
1845-7-17,tropical_wood,7.08163
1845-7-17,rubber,12.18506
1845-7-17,oil,21.08887
1845-7-17,precious_metal,8.00000
1845-7-17,precious_goods,7.00000
1845-7-17,steel,5.37067
1845-7-17,cement,15.52954
1845-7-17,machine_parts,55.51855
1845-7-17,glass,2.74985
1845-7-17,fuel,25.00000
1845-7-17,fertilizer,11.15112
1845-7-17,explosives,20.81079
1845-7-17,clipper_convoy,49.72949
1845-7-17,steamer_convoy,77.60229
1845-7-17,electric_gear,16.00000
1845-7-17,fabric,2.43060
1845-7-17,lumber,1.26025
1845-7-17,paper,3.58017
1845-7-17,cattle,2.30029
1845-7-17,fish,1.82031
1845-7-17,fruit,2.06024
1845-7-17,grain,2.42023
1845-7-17,tobacco,1.26016
1845-7-17,tea,2.88028
1845-7-17,coffee,3.30118
1845-7-17,opium,4.59137
1845-7-17,automobiles,70.00000
1845-7-17,telephones,16.00000
1845-7-17,wine,11.51178
1845-7-17,liquor,4.88046
1845-7-17,regular_clothes,8.19232
1845-7-17,luxury_clothes,83.44775
1845-7-17,furniture,5.29037
1845-7-17,luxury_furniture,87.54785
1845-7-17,radio,16.00000
1845-7-16,ammunition,18.83081
1845-7-16,small_arms,37.06006
1845-7-16,artillery,61.39136
1845-7-16,canned_food,17.41138
1845-7-16,barrels,98.00000
1845-7-16,aeroplanes,110.00000
1845-7-16,cotton,2.51050
1845-7-16,dye,11.83984
1845-7-16,wool,0.79010
1845-7-16,silk,13.48340
1845-7-16,coal,2.51019
1845-7-16,sulphur,7.43140
1845-7-16,iron,3.46997
1845-7-16,timber,1.06015
1845-7-16,tropical_wood,7.38193
1845-7-16,rubber,12.01489
1845-7-16,oil,20.82861
1845-7-16,precious_metal,8.00000
1845-7-16,precious_goods,7.00000
1845-7-16,steel,5.47076
1845-7-16,cement,15.66968
1845-7-16,machine_parts,55.27832
1845-7-16,glass,2.77988
1845-7-16,fuel,25.00000
1845-7-16,fertilizer,11.11108
1845-7-16,explosives,20.77075
1845-7-16,clipper_convoy,49.80957
1845-7-16,steamer_convoy,77.49219
1845-7-16,electric_gear,16.00000
1845-7-16,fabric,2.56073
1845-7-16,lumber,1.25024
1845-7-16,paper,3.59018
1845-7-16,cattle,2.34033
1845-7-16,fish,1.85034
1845-7-16,fruit,2.08026
1845-7-16,grain,2.42023
1845-7-16,tobacco,1.26016
1845-7-16,tea,2.86026
1845-7-16,coffee,3.18106
1845-7-16,opium,4.71149
1845-7-16,automobiles,70.00000
1845-7-16,telephones,16.00000
1845-7-16,wine,11.79205
1845-7-16,liquor,4.88046
1845-7-16,regular_clothes,8.13226
1845-7-16,luxury_clothes,83.74805
1845-7-16,furniture,5.32040
1845-7-16,luxury_furniture,87.84814
1845-7-16,radio,16.00000
1845-7-15,ammunition,18.57056
1845-7-15,small_arms,36.75977
1845-7-15,artillery,61.13110
1845-7-15,canned_food,17.33130
1845-7-15,barrels,98.00000
1845-7-15,aeroplanes,110.00000
1845-7-15,cotton,2.59058
1845-7-15,dye,11.81982
1845-7-15,wool,0.79010
1845-7-15,silk,13.21313
1845-7-15,coal,2.44012
1845-7-15,sulphur,7.46143
1845-7-15,iron,3.42993
1845-7-15,timber,1.05014
1845-7-15,tropical_wood,7.65219
